dt,rank,point
721851.430738,22767.0,3480.0
721851.4207659998,22768.0,3480.0
721851.411789,22769.0,3480.0
721851.40381,22770.0,3480.0
721851.394834,22771.0,3480.0
721851.38486,22772.0,3479.0
721851.374888,22773.0,3479.0
721851.365874,22774.0,3476.0
721851.3559399998,22775.0,3475.0
721851.346963,22776.0,3475.0
721542.482476,17697.0,6930.0
721542.4735,17698.0,6930.0
721542.465521,17699.0,6930.0
721542.456545,17700.0,6930.0
721542.448567,17701.0,6930.0
721542.440588,17702.0,6927.0
721542.43261,17703.0,6926.0
721542.424124,17704.0,6925.0
721542.415149,17705.0,6921.0
721542.40717,17706.0,6921.0
721242.120246,14564.0,10380.0
721242.11127,14565.0,10380.0
721242.1002989998,14566.0,10380.0
721242.090326,14567.0,10380.0
721242.08135,14568.0,10380.0
721242.0713770002,14569.0,10375.0
721242.060406,14570.0,10374.0
721242.0464430002,14571.0,10371.0
721242.0354729998,14572.0,10367.0
721242.025498,14573.0,10366.0
720587.823431,12493.0,13984.0
720587.813457,12494.0,13984.0
720587.804482,12495.0,13982.0
720587.796503,12496.0,13980.0
720587.787017,12497.0,13980.0
720587.778042,12498.0,13978.0
720587.768069,12499.0,13975.0
720587.759094,12500.0,13970.0
720587.751115,12501.0,13965.0
720587.742138,12502.0,13965.0
720241.56447,11221.0,17046.0
720241.554498,11222.0,17041.0
720241.545521,11223.0,17040.0
720241.5375420002,11224.0,17040.0
720241.5285489998,11225.0,17040.0
720241.520566,11226.0,17039.0
720241.511612,11227.0,17039.0
720241.503632,11228.0,17038.0
720241.494657,11229.0,17032.0
720241.4856819998,11230.0,17025.0
720120.637322,1.0,2559550.0
720120.628345,2.0,2372430.0
720120.619371,3.0,2342377.0
720120.611392,4.0,1820045.0
720120.602415,5.0,1786155.0
720120.59344,6.0,1758511.0
720120.5844640002,7.0,1654886.0
720120.575053,8.0,1652501.0
720120.566077,9.0,1569227.0
720120.558098,10.0,1522051.0
633094.3835090001,17170.0,17048.0
633094.362574,17171.0,17047.0
633094.349622,17172.0,17043.0
633094.333664,17173.0,17040.0
633094.31671,17174.0,17040.0
633094.3047420001,17175.0,17040.0
633094.289781,17176.0,17040.0
633094.2748220001,17177.0,17039.0
633094.262854,17178.0,17035.0
633094.249887,17179.0,17032.0
632782.2042899999,15991.0,20325.0
632782.189346,15992.0,20325.0
632782.1763800001,15993.0,20310.0
632782.165409,15994.0,20310.0
632782.151447,15995.0,20310.0
632782.1374840001,15996.0,20304.0
632782.124518,15997.0,20299.0
632782.109536,15998.0,20298.0
632782.097591,15999.0,20298.0
632782.084627,16000.0,20297.0
632474.337398,15037.0,23305.0
632474.32344,15038.0,23298.0
632474.310461,15039.0,23296.0
632474.299505,15040.0,23296.0
632474.288533,15041.0,23295.0
632474.277561,15042.0,23288.0
632474.265596,15043.0,23286.0
632474.255621,15044.0,23277.0
